Date,Expiry,Strike,Spot,C_market,T_days,T_years,Moneyness,r,RV_22,IV_call,IV_put,IV_classical,C_reprice,Reprice_Error
2025-06-10,2025-06-19,25100.0,25104.25,204.6,9,0.0357142857142857,1.0001693227091633,0.065,0.1693769111668695,0.09076258776678496,0.11205216854759575,0.10140737815719036,204.60000000000036,3.694822225952521e-13
2025-06-11,2025-06-19,25150.0,25141.4,193.2,8,0.0317460317460317,0.9996580516898608,0.065,0.1123812992152746,0.09560641284306876,0.10463391020789808,0.10012016152548342,193.2000000039352,3.935213044314878e-09
2025-06-12,2025-06-19,24900.0,24888.2,178.65,7,0.0277777777777777,0.9995261044176708,0.065,0.1075184816381653,0.09769035201643532,0.11607577593775889,0.1068830639770971,178.65000000047257,4.725677626993274e-10
2025-06-13,2025-06-26,24700.0,24718.6,281.0,13,0.0515873015873015,1.000753036437247,0.065,0.1093052454675959,0.10145553719137772,0.1374837538695933,0.1194696455304855,281.0,0.0
2025-06-16,2025-06-26,24950.0,24946.5,263.85,10,0.0396825396825396,0.9998597194388776,0.065,0.100093064465809,0.11726837480377655,0.12382863257674635,0.12054850369026146,263.8500000071035,7.103494681359734e-09
2025-06-17,2025-06-26,24850.0,24853.4,225.6,9,0.0357142857142857,1.0001368209255534,0.065,0.1007276999019577,0.1034287707528913,0.12680850333393112,0.11511863704341121,225.59999999999854,1.4495071809506044e-12
2025-06-18,2025-06-26,24800.0,24812.05,219.2,8,0.0317460317460317,1.000485887096774,0.065,0.1003811326221551,0.10554596694625033,0.12815505810579353,0.11685051252602194,219.20000000000255,2.5579538487363607e-12
2025-06-19,2025-06-26,24800.0,24793.25,193.15,7,0.0277777777777777,0.9997278225806452,0.065,0.0938637581667345,0.10532532312343798,0.1261771644287181,0.11575124377607804,193.15000000096188,9.618759122531628e-10
2025-06-20,2025-07-03,25100.0,25112.4,253.55,13,0.0515873015873015,1.0004940239043825,0.065,0.1018352433200726,0.08880492754222412,0.1241033874737798,0.10645415750800197,253.54999999999927,7.389644451905042e-13
2025-06-23,2025-07-03,24950.0,24971.9,260.45,10,0.0396825396825396,1.0008777555110222,0.065,0.0997610854370895,0.10833289789497562,0.1263352483980247,0.11733407314650016,260.4499999999989,1.0800249583553523e-12
2025-06-24,2025-07-03,25050.0,25044.35,224.2,9,0.0357142857142857,0.9997744510978044,0.065,0.0945433336457692,0.10437739313481635,0.1204063175819061,0.11239185535836123,224.20000000728214,7.282153546839254e-09
2025-06-25,2025-07-03,25250.0,25244.75,184.75,8,0.0317460317460317,0.9997920792079208,0.065,0.0962405721950318,0.08939588533251402,0.11502280665215911,0.10220934599233657,184.75,0.0
2025-06-26,2025-07-03,25550.0,25549.0,157.95,7,0.0277777777777777,0.9999608610567514,0.065,0.1016923809495212,0.0790696544305427,0.11910269930936229,0.0990861768699525,157.95000000000073,7.389644451905042e-13
2025-06-27,2025-07-10,25650.0,25637.8,239.2,13,0.0515873015873015,0.9995243664717348,0.065,0.1018717475302177,0.08631079759159102,0.10228346140462485,0.09429712949810794,239.20000000000073,7.389644451905042e-13
2025-06-30,2025-07-10,25500.0,25517.05,239.15,10,0.0396825396825396,1.0006686274509804,0.065,0.1025203917985707,0.09631440675778397,0.11238580748298324,0.1043501071203836,239.14999999999964,3.694822225952521e-13
2025-07-01,2025-07-10,25550.0,25541.8,205.5,9,0.0357142857142857,0.999679060665362,0.065,0.101946661539562,0.09295511029713587,0.10158023299341885,0.09726767164527736,205.49999999999818,1.8189894035458565e-12
2025-07-02,2025-07-10,25450.0,25453.4,187.75,8,0.0317460317460317,1.0001335952848724,0.065,0.1025135858253618,0.0875652038811251,0.10210933991377452,0.09483727189744981,187.75000000000182,1.8189894035458565e-12
2025-07-03,2025-07-10,25400.0,25405.3,179.6,7,0.0277777777777777,1.000208661417323,0.065,0.0998882567453937,0.09047754289776626,0.09515105157906951,0.09281429723841789,179.60000000000218,2.1884716261411086e-12
2025-07-04,2025-07-17,25450.0,25461.0,234.5,13,0.0515873015873015,1.0004322200392928,0.065,0.0995899407260604,0.07920393907398961,0.10063549508243667,0.08991971707821314,234.5,0.0
2025-07-07,2025-07-17,25450.0,25461.3,217.15,10,0.0396825396825396,1.000444007858546,0.065,0.0979645258580532,0.08714114580473319,0.10389018807788712,0.09551566694131015,217.14999999999964,3.694822225952521e-13
2025-07-08,2025-07-17,25500.0,25522.5,209.0,9,0.0357142857142857,1.0008823529411766,0.065,0.0921208363095498,0.08587844658195638,0.09455595904600515,0.09021720281398077,209.0,0.0
2025-07-09,2025-07-17,25500.0,25476.1,166.65,8,0.0317460317460317,0.9990627450980392,0.065,0.0913298305193428,0.0839232415455103,0.08919465705185613,0.08655894929868321,166.65000000019973,1.9971935216744896e-10
2025-07-10,2025-07-17,25350.0,25355.25,159.65,7,0.0277777777777777,1.000207100591716,0.065,0.0927367142020641,0.0787351744640528,0.08676483042767881,0.0827500024458658,159.65000000000146,1.4495071809506044e-12
2025-07-11,2025-07-24,25150.0,25149.85,224.85,13,0.0515873015873015,0.9999940357852882,0.065,0.096606860755737,0.0789932867200574,0.09092698905864742,0.08496013788935242,224.84999999999854,1.4495071809506044e-12
2025-07-14,2025-07-24,25100.0,25082.3,207.95,10,0.0396825396825396,0.9992948207171316,0.065,0.090786189044653,0.09215270824924104,0.08932978289304272,0.09074124557114188,207.9500000046337,4.633704975276487e-09
2025-07-15,2025-07-24,25200.0,25195.8,180.6,9,0.0357142857142857,0.9998333333333334,0.065,0.0891070386511214,0.08007603728001374,0.08525408279955565,0.08266506003978469,180.59999999999854,1.4495071809506044e-12
2025-07-16,2025-07-24,25200.0,25212.05,158.15,8,0.0317460317460317,1.0004781746031746,0.065,0.0835466267198694,0.06901416794994375,0.08572355743590641,0.07736886269292509,158.14999999999964,3.694822225952521e-13
2025-07-17,2025-07-24,25100.0,25111.45,163.1,7,0.0277777777777777,1.0004561752988048,0.065,0.0836840175477407,0.07963453136477874,0.07937812088518209,0.07950632612498042,163.09999999999854,1.4495071809506044e-12
2025-07-18,2025-07-31,24950.0,24968.4,239.4,13,0.0515873015873015,1.0007374749498998,0.065,0.0857035170995959,0.08148063712317785,0.08819540849503123,0.08483802280910455,239.40000000000146,1.4495071809506044e-12
2025-07-21,2025-07-31,25100.0,25090.7,178.35,10,0.0396825396825396,0.9996294820717132,0.065,0.0872466991333493,0.07482662053931909,0.08927251490034085,0.08204956771982996,178.35000000000036,3.694822225952521e-13
2025-07-22,2025-07-31,25050.0,25060.9,171.05,9,0.0357142857142857,1.000435129740519,0.065,0.0758570078291576,0.07087982648039307,0.08290643134534095,0.07689312891286701,171.0500000000011,1.0800249583553523e-12
2025-07-23,2025-07-31,25200.0,25219.9,160.2,8,0.0317460317460317,1.0007896825396827,0.065,0.0764976461375449,0.06753543752757381,0.07726637568927505,0.07240090660842444,160.1999999999989,1.0800249583553523e-12
2025-07-24,2025-07-31,25050.0,25062.1,148.8,7,0.0277777777777777,1.0004830339321358,0.065,0.0787846543014768,0.07086231510092442,0.07727312566527306,0.07406772038309874,148.8000000000011,1.0800249583553523e-12
2025-07-25,2025-08-07,24850.0,24837.0,204.3,13,0.0515873015873015,0.999476861167002,0.065,0.0800739348994414,0.07425031713100191,0.09199996683532312,0.08312514198316251,204.29999999999927,7.389644451905042e-13
2025-07-28,2025-08-07,24700.0,24680.9,208.05,10,0.0396825396825396,0.9992267206477732,0.065,0.0722717609531247,0.09437194761633783,0.09541171918889682,0.09489183340261732,208.05000000257678,2.576769020379288e-09
